Customer_ID,Customer_Name,Cluster,Segment,Region,Country,Gender,Age,Total_Sales,Total_Orders,Avg_Order_Value,Customer_Lifetime,Purchase_Frequency,Profit_Margin,Last_Purchase_Days_Ago,Engagement_Score,Favorite_Product,Unique_Products_Bought,Total_Sales_Percentile,Total_Sales_Grade,Avg_Order_Value_Percentile,Avg_Order_Value_Grade,Purchase_Frequency_Percentile,Purchase_Frequency_Grade,Personalized_Description
RT-004143,Herring Stewart,0,Home Office,Central,Netherlands,Female,43,6977.0,46,151.67,1068,0.0431,0.4618,13,118,Jeans,20,7.29559748427673,E,32.20125786163522,D,6.855345911949685,E,客户 Herring Stewart (RT-004143) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
RT-00464,Bowen Hart,1,Consumer,Central,France,Male,26,13383.0,77,173.81,1077,0.0715,0.4831,4,121,Formal Shoes,25,92.83018867924528,A,97.35849056603773,A,79.87421383647799,B,客户 Bowen Hart (RT-00464) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送。
RT-00607,Mclean Sievert,1,Consumer,Central,France,Female,61,10998.0,69,159.39,1065,0.0648,0.4485,16,144,Fossil Watch,31,68.42767295597484,B,61.886792452830186,B,64.52830188679245,B,客户 Mclean Sievert (RT-00607) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
RT-0073,Foley Stewart,1,Consumer,Southeast Asia,Philippines,Female,42,12770.0,85,150.24,1065,0.0798,0.4537,16,179,Sports Wear,25,88.30188679245283,A,26.540880503144653,D,93.64779874213836,A,客户 Foley Stewart (RT-0073) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
RT-00977,Bartlett Stewart,1,Consumer,Oceania,Australia,Male,33,11574.0,68,170.21,1080,0.063,0.4889,1,88,Casula Shoes,25,75.34591194968554,B,92.83018867924528,A,59.056603773584904,C,客户 Bartlett Stewart (RT-00977) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
RY-00178,Houston Leatherbury,1,Consumer,Southeast Asia,Philippines,Male,36,12727.0,79,161.1,1064,0.0742,0.4831,9,90,Sneakers,27,87.9245283018868,A,67.0440251572327,B,85.34591194968554,A,客户 Houston Leatherbury (RY-00178) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
RY-002136,Salazar Henry,1,Consumer,South,Brazil,Male,22,12956.0,83,156.1,1077,0.0771,0.4616,4,108,Casula Shoes,27,90.31446540880503,A,48.930817610062896,C,89.55974842767296,A,客户 Salazar Henry (RY-002136) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
RY-00324,Wilkins Mccrary,1,Consumer,Central,France,Male,19,9413.0,69,136.42,1058,0.0652,0.4152,10,103,Dinning Tables,31,40.125786163522015,C,2.20125786163522,E,65.59748427672956,B,客户 Wilkins Mccrary (RY-00324) 属于第 1 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Dinning Tables。 产品涉猎广泛，购买过多种不同类型的产品。
RY-00423,Randall Murry,1,Corporate,Central,United States,Female,38,10954.0,74,148.03,1063,0.0696,0.4464,16,161,Formal Shoes,29,67.9245283018868,B,17.92452830188679,E,75.09433962264151,B,客户 Randall Murry (RY-00423) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
RY-00930,Garrett Farry,1,Consumer,Africa,South Africa,Female,23,10884.0,66,164.91,1065,0.062,0.4835,16,142,Fossil Watch,21,66.28930817610062,B,82.13836477987422,A,55.40880503144654,C,客户 Garrett Farry (RY-00930) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
RZ-001718,Mcclure Schwarz,1,Home Office,Caribbean,Dominican Republic,Female,36,14226.0,77,184.75,1072,0.0718,0.5111,7,172,Titak watch,19,96.47798742138365,A,100.0,A,81.06918238993711,A,客户 Mcclure Schwarz (RZ-001718) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
SA-001257,Payne Crebassa,0,Corporate,Oceania,New Zealand,Female,33,9070.0,62,146.29,1065,0.0582,0.4341,16,145,Dinning Tables,25,34.088050314465406,D,13.836477987421384,E,42.38993710691824,C,客户 Payne Crebassa (SA-001257) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Dinning Tables。 产品涉猎广泛，购买过多种不同类型的产品。
SA-007181,Tillman Zrebassa,0,Corporate,South,United States,Female,18,10718.0,62,172.87,1048,0.0592,0.5006,2,142,Shirts,17,63.77358490566037,B,96.98113207547169,A,45.911949685534594,C,客户 Tillman Zrebassa (SA-007181) 属于第 0 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
SE-00103,Blankenship Reese,0,Consumer,West,United States,Male,29,10684.0,68,157.12,1065,0.0638,0.4573,16,101,Car Body Covers,22,63.14465408805031,B,53.081761006289305,C,61.57232704402516,B,客户 Blankenship Reese (SE-00103) 属于第 0 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Car Body Covers。 产品涉猎广泛，购买过多种不同类型的产品。
SE-001308,Atkins Messe,0,Consumer,North,Mexico,Male,51,9398.0,57,164.88,1079,0.0528,0.5204,1,69,Sneakers,28,39.62264150943396,D,82.0125786163522,A,27.358490566037734,D,客户 Atkins Messe (SE-001308) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
SE-00234,Willis Crouse,0,Home Office,West,United States,Male,25,6320.0,41,154.15,1081,0.0379,0.4216,0,47,Fossil Watch,22,3.5220125786163523,E,41.38364779874214,C,2.3899371069182394,E,客户 Willis Crouse (SE-00234) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
SE-00473,Acosta Morse,0,Corporate,Southeast Asia,Indonesia,Male,49,10350.0,62,166.94,1041,0.0596,0.4802,35,93,Car & Bike Care,30,55.59748427672956,C,87.79874213836479,A,46.918238993710695,C,客户 Acosta Morse (SE-00473) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Car & Bike Care。 产品涉猎广泛，购买过多种不同类型的产品。
SE-00488,Manning House,1,Consumer,Oceania,New Zealand,Male,24,12481.0,78,160.01,1042,0.0749,0.4372,39,105,Casula Shoes,28,84.77987421383648,A,63.899371069182386,B,86.41509433962264,A,客户 Manning House (SE-00488) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
SH-0036,Bond Overcash,1,Consumer,Central,Austria,Male,54,14621.0,95,153.91,1037,0.0916,0.4538,44,120,Fossil Watch,31,97.35849056603773,A,40.503144654088054,C,98.9937106918239,A,客户 Bond Overcash (SH-0036) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
SH-0082,Mann Hirsh,1,Corporate,Southeast Asia,Philippines,Female,39,11969.0,77,155.44,1079,0.0714,0.4784,2,156,Sneakers,26,79.62264150943396,B,46.41509433962264,C,79.18238993710692,B,客户 Mann Hirsh (SH-0082) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
SO-002957,Mitchell Barroso,1,Corporate,EMEA,Israel,Female,24,14055.0,83,169.34,1072,0.0774,0.4967,10,176,T - Shirts,29,95.59748427672956,A,91.82389937106919,A,89.81132075471699,A,客户 Mitchell Barroso (SO-002957) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
SS-00173,Austin Demoss,1,Home Office,Oceania,Australia,Female,22,12745.0,85,149.94,1065,0.0798,0.4623,16,184,Titak watch,29,88.17610062893083,A,24.528301886792452,D,93.64779874213836,A,客户 Austin Demoss (SS-00173) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
SS-00438,Mays Weiss,0,Consumer,Canada,Canada,Male,23,7962.0,50,159.24,1068,0.0468,0.461,13,73,Car & Bike Care,22,16.666666666666664,E,61.257861635220124,B,13.333333333333334,E,客户 Mays Weiss (SS-00438) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Car & Bike Care。 产品涉猎广泛，购买过多种不同类型的产品。
SS-0057,Steele Gross,1,Consumer,Central,Netherlands,Female,19,11014.0,74,148.84,1067,0.0694,0.4595,16,160,Sports Wear,27,68.80503144654088,B,20.062893081761008,D,74.33962264150942,B,客户 Steele Gross (SS-0057) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
SS-00649,Dotson Weiss,1,Consumer,Oceania,Australia,Male,27,14147.0,93,152.12,1052,0.0884,0.4648,16,97,Fossil Watch,29,96.35220125786164,A,33.459119496855344,D,98.36477987421384,A,客户 Dotson Weiss (SS-00649) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
SS-0067,Berg Weiss,1,Home Office,East,United States,Female,26,13195.0,80,164.94,1045,0.0766,0.4662,38,166,Suits,27,92.57861635220127,A,82.51572327044026,A,88.80503144654088,A,客户 Berg Weiss (SS-0067) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买力强，平均订单价值较高。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
SS-00700,Flynn Moss,0,Home Office,North Asia,China,Female,36,9073.0,58,156.43,1077,0.0539,0.4785,4,124,Jeans,26,34.21383647798742,D,50.56603773584906,C,30.31446540880503,D,客户 Flynn Moss (SS-00700) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
ST-00124,Bullock Prost,1,Consumer,Oceania,Australia,Female,33,10991.0,73,150.56,1063,0.0687,0.4816,6,161,Formal Shoes,28,68.30188679245282,B,28.050314465408803,D,73.20754716981132,B,客户 Bullock Prost (ST-00124) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
ST-001513,Green Baptist,0,Corporate,South,Italy,Male,24,7999.0,44,181.8,1074,0.041,0.4776,7,48,T - Shirts,21,17.61006289308176,E,99.62264150943396,A,4.968553459119497,E,客户 Green Baptist (ST-001513) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
ST-002472,Mckinney Gilcrest,0,Corporate,Central,Germany,Male,23,7452.0,48,155.25,1070,0.0449,0.464,13,54,Sports Wear,25,10.566037735849058,E,45.78616352201258,C,9.371069182389936,E,客户 Mckinney Gilcrest (ST-002472) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。
ST-00299,Chan West,1,Home Office,EMEA,Albania,Male,30,12233.0,84,145.63,1066,0.0788,0.4457,15,96,Sports Wear,28,82.38993710691824,A,12.327044025157234,E,92.64150943396227,A,客户 Chan West (ST-00299) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
TE-001170,Jackson Applegate,1,Corporate,Central Asia,India,Male,32,11455.0,77,148.77,1078,0.0714,0.4534,3,101,Sports Wear,29,74.21383647798741,B,19.748427672955977,E,79.18238993710692,B,客户 Jackson Applegate (TE-001170) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。
TE-001307,Richard Minnotte,0,Corporate,South,Argentina,Female,41,8878.0,55,161.42,1081,0.0509,0.465,0,123,Suits,24,30.062893081761004,D,69.0566037735849,B,21.257861635220127,D,客户 Richard Minnotte (TE-001307) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
TE-00364,Reese Huthwaite,0,Consumer,Africa,Kenya,Male,31,7980.0,58,137.59,1075,0.054,0.4111,2,91,Suits,25,17.232704402515722,E,2.6415094339622645,E,30.754716981132074,D,客户 Reese Huthwaite (TE-00364) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
TE-00443,Sheppard Tate,0,Corporate,South,Brazil,Male,38,7233.0,46,157.24,1034,0.0445,0.4362,16,52,Fossil Watch,19,8.553459119496855,E,53.58490566037736,C,8.679245283018867,E,客户 Sheppard Tate (TE-00443) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
TE-00462,Ingram Huthwaite,1,Consumer,South,Italy,Male,27,11723.0,78,150.29,1034,0.0754,0.4732,16,93,Suits,32,76.72955974842768,B,27.169811320754718,D,86.9811320754717,A,客户 Ingram Huthwaite (TE-00462) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：推荐忠诚度计划和定期购服务。
TE-00474,Roth Seite,1,Consumer,Central Asia,India,Male,31,12183.0,78,156.19,1075,0.0726,0.4652,4,103,Titak watch,30,82.0125786163522,A,49.43396226415094,C,82.26415094339623,A,客户 Roth Seite (TE-00474) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
TE-00499,Powers Gute,1,Consumer,Central,United States,Female,39,14065.0,87,161.67,1060,0.0821,0.4575,16,186,Suits,24,95.72327044025157,A,70.062893081761,B,95.47169811320755,A,客户 Powers Gute (TE-00499) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
TH-001446,Kent Smith,1,Corporate,Central,Panama,Female,20,14268.0,84,169.86,1080,0.0778,0.4846,1,188,Shirts,21,96.60377358490567,A,92.45283018867924,A,90.25157232704403,A,客户 Kent Smith (TH-001446) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
TH-00165,Ayers Smith,1,Home Office,North,Mexico,Female,25,11817.0,82,144.11,1080,0.0759,0.4352,1,172,Sneakers,27,77.73584905660378,B,9.685534591194969,E,87.61006289308176,A,客户 Ayers Smith (TH-00165) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
TH-002476,Carrillo Smith,1,Home Office,North,Mexico,Male,65,12872.0,79,162.94,1078,0.0733,0.4729,3,104,Titak watch,32,89.18238993710692,A,74.96855345911949,B,83.9622641509434,A,客户 Carrillo Smith (TH-002476) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
TH-002493,Pace Southworth,1,Consumer,South,Brazil,Female,44,12526.0,79,158.56,1076,0.0734,0.448,4,168,Jeans,30,85.78616352201259,A,58.0503144654088,C,84.33962264150944,A,客户 Pace Southworth (TH-002493) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
TH-00358,Lara Smith,0,Consumer,Oceania,Australia,Male,44,7511.0,50,150.22,1080,0.0463,0.4501,3,53,Shirts,22,11.069182389937108,E,26.41509433962264,D,12.38993710691824,E,客户 Lara Smith (TH-00358) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
TH-00459,Hogan Mcgrath,0,Home Office,North,Mexico,Male,25,8395.0,53,158.4,1030,0.0515,0.4662,16,48,Running Shoes,23,23.0188679245283,D,57.484276729559745,C,23.333333333333332,D,客户 Hogan Mcgrath (TH-00459) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
TH-00903,Gentry Smith,1,Consumer,North,Mexico,Female,31,13400.0,82,163.41,1065,0.077,0.4869,16,175,Fossil Watch,27,93.08176100628931,A,76.35220125786164,B,89.24528301886792,A,客户 Gentry Smith (TH-00903) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
TH-00946,Luna Mcmath,0,Corporate,North,Mexico,Female,19,8965.0,56,160.09,1000,0.056,0.4698,70,121,Shirts,26,31.949685534591193,D,64.15094339622641,B,35.34591194968553,D,客户 Luna Mcmath (TH-00946) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
TO-002765,Estes Takahito,1,Consumer,Central,El Salvador,Female,27,10814.0,66,163.85,1081,0.0611,0.4647,2,144,Casula Shoes,23,65.40880503144653,B,78.11320754716982,B,52.0125786163522,C,客户 Estes Takahito (TO-002765) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
TO-00527,Rush Takahito,0,Consumer,Caribbean,Cuba,Female,33,9147.0,61,149.95,1065,0.0573,0.4289,16,133,Suits,28,35.84905660377358,D,24.71698113207547,D,39.55974842767296,D,客户 Rush Takahito (TO-00527) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
TO-006,Carter Barreto,0,Corporate,EMEA,Poland,Male,30,9317.0,64,145.58,1041,0.0615,0.4332,40,85,Bike Tyres,28,37.9874213836478,D,12.20125786163522,E,53.522012578616355,C,客户 Carter Barreto (TO-006) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Bike Tyres。 产品涉猎广泛，购买过多种不同类型的产品。
TO-00873,Velez Takahito,0,Consumer,Central,France,Female,22,9004.0,57,157.96,1067,0.0534,0.4922,16,113,Running Shoes,25,32.51572327044025,D,55.91194968553459,C,28.930817610062892,D,客户 Velez Takahito (TO-00873) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
TS-001099,Guerra Roberts,0,Consumer,Southeast Asia,Thailand,Male,20,9439.0,62,152.24,1065,0.0582,0.4347,16,83,Casula Shoes,31,40.62893081761006,C,34.088050314465406,D,42.38993710691824,C,客户 Guerra Roberts (TS-001099) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
