Customer ID,Customer Name,Segment,Country,Region,City,State,Gender,Age,Age Group,Education,Marital Status,Total_Orders,Total_Quantity,Total_Sales,Total_Profit,Total_Discount_Amount,Total_Net_Sales,Total_Shipping_Cost,Avg_Discount,First_Purchase_Date,Last_Purchase_Date,Customer_Lifetime_Days,Purchase_Days,Avg_Purchase_Interval_Days,Favorite_Product,Unique_Products_Purchased,Avg_Browsing_Time,Total_Likes,Total_Shares,Total_Add_to_Cart,Total_Engagement_Score,Critical_Orders,High_Orders,Low_Orders,Medium_Orders,Month_1_Orders,Month_2_Orders,Month_3_Orders,Month_4_Orders,Month_5_Orders,Month_6_Orders,Month_7_Orders,Month_8_Orders,Month_9_Orders,Month_10_Orders,Month_11_Orders,Month_12_Orders,Avg_Order_Value,Avg_Order_Profit,Avg_Order_Quantity,Profit_Margin,Shipping_Cost_Ratio,Discount_Ratio,Purchase_Frequency,Browsing_Time_per_Order,Days_Since_Last_Purchase,Monetary_Value,Purchase_Frequency_RFM,Cluster
OR-00727,Robles Pryor,Consumer,Germany,Central,Aschaffenburg,Bavaria,Female,32,25-34,Bachelor,Married,51,147.0,7498.0,3435.9,206.08,7291.92,343.9,0.0286274509803921,2022-01-15,2024-11-21,1041,46,20.82,Sports Wear,24,22.537254901960782,34,30,38,102,8,11,2,30,7,7,6,5,2,8,3,4,3,2,3,1,147.02,67.37,2.88,0.4582,0.0459,0.0275,0.049,22.54,40,7498.0,51,4
OS-001167,Pope Kaydos,Consumer,Vietnam,Southeast Asia,Ho Chi Minh City,Ho Chí Minh City,Male,33,25-34,Bachelor,Married,61,189.0,9086.0,3945.8,292.13,8793.87,394.7,0.0321311475409836,2022-01-19,2024-12-21,1067,54,17.783333333333335,Car Body Covers,27,13.781967213114754,25,19,36,80,0,21,3,37,3,4,4,4,4,2,6,4,6,6,11,7,148.95,64.69,3.1,0.4343,0.0434,0.0322,0.0572,13.78,10,9086.0,61,1
OS-00121,Browning Staavos,Corporate,United States,West,San Francisco,California,Female,19,18-24,High School,Single,74,237.0,11943.0,5370.2,353.67,11589.33,537.0,0.0287837837837837,2022-01-15,2024-12-24,1074,63,14.712328767123289,T - Shirts,23,21.605405405405406,53,56,63,172,2,33,7,32,5,4,10,3,3,4,5,8,6,8,7,11,161.39,72.57,3.2,0.4497,0.045,0.0296,0.0689,21.61,7,11943.0,74,0
OV-00481,Waller Yotov,Corporate,United Kingdom,North,South Shields,England,Male,44,35-49,Master,Single,60,194.0,9034.0,3931.9,264.44,8769.56,393.2,0.029,2022-02-15,2024-12-28,1047,52,17.74576271186441,Sports Wear,22,13.161666666666669,19,21,32,72,0,22,0,38,2,7,6,4,5,3,4,6,4,4,4,11,150.57,65.53,3.23,0.4352,0.0435,0.0293,0.0573,13.16,3,9034.0,60,1
OW-00262,Price Brandow,Consumer,Indonesia,Southeast Asia,Jakarta,Jakarta,Male,66,65+,Doctorate,Single,78,232.0,12171.0,5588.0,391.34,11779.66,558.7,0.0314102564102564,2022-01-17,2024-12-15,1063,65,13.805194805194803,Titak watch,24,13.257692307692306,32,22,43,97,1,30,5,42,4,6,6,8,4,8,8,7,8,5,10,4,156.04,71.64,2.97,0.4591,0.0459,0.0322,0.0734,13.26,16,12171.0,78,2
OX-003559,Patrick Maddox,Home Office,United Kingdom,North,Wolverhampton,England,Female,43,35-49,Master,Married,59,158.0,9493.0,4403.0,304.47,9188.53,440.6,0.0313559322033898,2022-01-15,2024-12-15,1065,53,18.36206896551724,Jeans,25,19.75084745762712,49,45,47,141,9,12,6,32,5,2,8,4,7,4,5,5,3,5,5,6,160.9,74.63,2.68,0.4638,0.0464,0.0321,0.0554,19.75,16,9493.0,59,3
OX-00384,Hudson Cox,Home Office,Mexico,North,Morelia,Michoacán,Male,30,25-34,Master,Married,60,183.0,8835.0,3972.7,283.27,8551.73,397.2,0.0311666666666666,2022-01-14,2024-12-18,1069,56,18.11864406779661,Sofas,23,12.325,23,18,33,74,7,15,0,38,10,2,5,5,4,4,3,5,6,6,6,4,147.25,66.21,3.05,0.4497,0.045,0.0321,0.0561,12.32,13,8835.0,60,1
OX-00755,Vargas Fox,Consumer,United States,East,Oceanside,New York,Male,20,18-24,High School,Single,63,187.0,9532.0,4426.2,246.23,9285.77,442.5,0.0266666666666666,2022-01-15,2024-12-29,1079,55,17.403225806451612,Sports Wear,29,11.907936507936508,24,23,31,78,2,13,7,41,4,7,5,1,7,7,2,2,9,5,3,11,151.3,70.26,2.97,0.4644,0.0464,0.0258,0.0584,11.91,2,9532.0,63,2
OY-00907,Norman Joy,Home Office,Netherlands,Central,Amsterdam,North Holland,Male,27,25-34,Associate Degree,Single,53,153.0,7649.0,3461.6,208.0,7441.0,346.5,0.0269811320754716,2022-01-14,2024-12-27,1078,49,20.73076923076923,Beds,31,12.169811320754716,16,11,26,53,6,24,2,21,11,4,2,5,6,4,5,2,3,3,4,4,144.32,65.31,2.89,0.4526,0.0453,0.0272,0.0492,12.17,4,7649.0,53,1
PE-001490,Schroeder Philippe,Consumer,United States,East,Philadelphia,Pennsylvania,Male,21,18-24,High School,Married,66,218.0,10047.0,4423.3,318.03000000000003,9728.97,442.6,0.0316666666666666,2022-01-15,2024-11-28,1048,56,16.123076923076923,Running Shoes,29,13.103030303030302,25,22,40,87,8,18,0,40,4,6,4,3,6,9,5,8,6,4,8,3,152.23,67.02,3.3,0.4403,0.0441,0.0317,0.063,13.1,33,10047.0,66,2
PE-00498,Flowers Kampe,Consumer,Guatemala,Central,Mixco,Guatemala,Male,28,25-34,Bachelor,Married,85,281.0,13193.0,6130.4,392.56,12800.44,613.0,0.0292941176470588,2022-01-13,2024-12-14,1066,69,12.69047619047619,Fossil Watch,31,12.383529411764703,31,22,49,102,17,19,3,46,7,11,7,6,2,5,4,10,6,11,5,11,155.21,72.12,3.31,0.4647,0.0465,0.0298,0.0797,12.38,17,13193.0,85,2
PO-00114,Graham Cacioppo,Home Office,United Kingdom,North,Cambridge,England,Male,35,35-49,Bachelor,Married,36,125.0,5486.0,2596.4,133.75,5352.25,259.6,0.0255555555555555,2022-02-15,2024-12-31,1050,36,30.0,Sports Wear,18,13.147222222222222,14,14,21,49,4,9,0,23,1,3,0,5,2,3,2,3,2,6,3,6,152.39,72.12,3.47,0.4733,0.0473,0.0244,0.0343,13.15,0,5486.0,36,1
PO-00150,Gallagher Ocampo,Corporate,India,Central Asia,Thane,Maharashtra,Male,22,18-24,High School,Single,68,198.0,10232.0,4828.9,279.26,9952.74,482.6,0.0269117647058823,2022-01-23,2024-12-15,1057,61,15.776119402985074,Sneakers,26,12.177941176470588,27,25,38,90,1,33,4,30,4,6,7,4,4,8,5,6,8,7,3,6,150.47,71.01,2.91,0.4719,0.0472,0.0273,0.0643,12.18,16,10232.0,68,2
PO-003674,Sullivan Cacioppo,Corporate,Indonesia,Southeast Asia,Jakarta,Jakarta,Female,41,35-49,Master,Married,55,138.0,9110.0,4545.9,285.29,8824.71,454.2,0.0316363636363636,2022-01-14,2024-11-21,1042,48,19.296296296296298,Sofas,21,20.523636363636363,40,37,45,122,5,19,2,29,5,4,5,3,6,3,7,2,4,7,7,2,165.64,82.65,2.51,0.499,0.0499,0.0313,0.0528,20.52,40,9110.0,55,4
PP-001124,Lynch Epp,Corporate,Mexico,North,León,Guanajuato,Male,36,35-49,Master,Married,52,150.0,7569.0,3647.0,232.72,7336.28,364.6,0.03,2022-01-15,2024-12-22,1072,45,21.01960784313725,T - Shirts,32,13.805769230769233,29,16,27,72,14,18,0,20,1,0,4,3,5,5,8,4,7,3,4,8,145.56,70.13,2.88,0.4818,0.0482,0.0307,0.0485,13.81,9,7569.0,52,1
PP-0041952,Tyler Kipp,Corporate,Croatia,EMEA,Zagreb,Grad Zagreb,Female,20,18-24,Associate Degree,Married,43,140.0,6823.0,3059.1,196.87,6626.13,305.5,0.0286046511627906,2022-02-15,2024-10-28,986,43,23.476190476190474,Fossil Watch,16,19.61627906976744,30,28,35,93,0,13,1,29,1,5,6,5,4,3,5,1,5,3,3,2,158.67,71.14,3.26,0.4484,0.0448,0.0289,0.0436,19.62,64,6823.0,43,4
PS-00412,Olsen Phelps,Corporate,Bulgaria,EMEA,Sofia,Sofiya-Grad,Male,29,25-34,Bachelor,Married,48,145.0,7253.0,3266.7,207.75,7045.25,326.7,0.02875,2022-02-15,2024-12-23,1042,43,22.170212765957448,Bike Tyres,24,13.927083333333334,23,16,31,70,4,13,3,28,3,6,5,2,7,5,3,5,2,2,3,5,151.1,68.06,3.02,0.4504,0.045,0.0286,0.0461,13.93,8,7253.0,48,1
RA-001438,Mcbride Lawera,Corporate,Benin,Africa,Djougou,Donga,Male,22,18-24,High School,Married,78,231.0,12147.0,5591.9,379.1,11767.9,559.0,0.0301282051282051,2022-01-15,2024-12-26,1076,65,13.974025974025974,Fossil Watch,31,14.07179487179487,34,23,40,97,0,28,3,47,11,4,5,9,4,4,8,11,3,4,8,7,155.73,71.69,2.96,0.4604,0.046,0.0312,0.0725,14.07,5,12147.0,78,2
RA-00665,Harrison Carreira,Consumer,El Salvador,Central,Soyapango,San Salvador,Female,32,25-34,Bachelor,Married,76,222.0,11401.0,5196.4,317.98,11083.02,519.7,0.0285526315789473,2022-01-16,2024-11-22,1041,63,13.88,Casula Shoes,26,19.96578947368421,51,46,54,151,8,17,6,45,5,4,4,4,10,9,12,9,8,5,3,3,150.01,68.37,2.92,0.4558,0.0456,0.0279,0.073,19.97,39,11401.0,76,0
RA-00845,Santos Herrera,Consumer,Benin,Africa,Porto-Novo,Ouémé,Male,26,25-34,Bachelor,Married,50,149.0,7975.0,3559.3,237.87,7737.13,356.1,0.03,2022-02-19,2024-12-21,1036,48,21.142857142857142,Suits,22,14.42,20,14,18,52,3,9,2,36,5,6,5,3,7,4,4,2,0,7,4,3,159.5,71.19,2.98,0.4463,0.0447,0.0298,0.0483,14.42,10,7975.0,50,1
RD-001003,Bell Bickford,Consumer,France,Central,Boulogne-Billancourt,Ile-de-France,Female,25,25-34,High School,Single,98,285.0,15932.0,7748.0,465.09,15466.91,775.0,0.0293877551020408,2022-01-15,2024-12-27,1077,81,11.103092783505154,Jeans,27,19.46530612244898,68,69,76,213,9,28,6,55,8,10,8,7,7,7,9,8,8,6,10,10,162.57,79.06,2.91,0.4863,0.0486,0.0292,0.091,19.47,4,15932.0,98,0
RD-001274,Griffith Hazard,Consumer,Dominican Republic,Caribbean,Santiago de los Caballeros,Santiago,Female,20,18-24,Associate Degree,Single,77,239.0,11491.0,5415.4,319.84,11171.16,541.7,0.0292207792207792,2022-01-15,2024-12-24,1074,66,14.13157894736842,Fossil Watch,25,22.22077922077922,55,50,60,165,7,25,9,36,8,6,8,8,4,2,10,8,6,7,8,2,149.23,70.33,3.1,0.4713,0.0471,0.0278,0.0717,22.22,7,11491.0,77,0
RD-001537,Wiggins Odegard,Consumer,Honduras,Central,San Pedro Sula,Cortés,Male,31,25-34,Bachelor,Married,71,232.0,11158.0,5009.2,368.25,10789.75,501.0,0.0323943661971831,2022-01-15,2024-12-18,1068,61,15.257142857142858,Running Shoes,26,13.076056338028168,32,21,36,89,10,18,5,38,8,1,9,7,7,4,9,7,5,7,1,6,157.15,70.55,3.27,0.4489,0.0449,0.033,0.0665,13.08,13,11158.0,71,2
RD-001777,Ballard Latchford,Consumer,India,Central Asia,Belgaum,Karnataka,Female,20,18-24,Associate Degree,Single,82,260.0,14102.0,6839.3,397.42,13704.58,683.8,0.028170731707317,2022-01-15,2024-12-15,1065,72,13.148148148148149,Titak watch,28,18.82926829268293,58,62,62,182,7,22,10,43,6,8,5,6,10,5,6,9,8,4,9,6,171.98,83.41,3.17,0.485,0.0485,0.0282,0.077,18.83,16,14102.0,82,0
RD-00240,Wright Baird,Consumer,Nicaragua,Central,León,León,Female,25,25-34,High School,Single,39,115.0,5689.0,2641.2,154.5,5534.5,264.5,0.03,2022-01-15,2024-12-27,1077,38,28.34210526315789,Jeans,20,22.51025641025641,30,26,32,88,0,15,2,22,4,0,5,4,3,5,2,4,3,4,3,2,145.87,67.72,2.95,0.4643,0.0465,0.0272,0.0362,22.51,4,5689.0,39,3
RD-00281,Beard Radford,Consumer,Australia,Oceania,Orange,New South Wales,Female,29,25-34,Bachelor,Married,47,147.0,7008.0,3215.1,181.56,6826.44,321.9,0.0272340425531914,2022-01-15,2024-12-20,1070,40,23.26086956521739,Shirts,21,25.04042553191489,33,32,41,106,0,27,0,20,6,0,4,5,5,8,7,5,1,3,1,2,149.11,68.41,3.13,0.4588,0.0459,0.0259,0.0439,25.04,11,7008.0,47,3
RD-002976,Ford Byrd,Home Office,Iran,EMEA,Arak,Markazi,Female,18,18-24,High School,Single,55,171.0,7890.0,3492.1,230.48,7659.519999999999,349.1,0.0281818181818181,2022-02-13,2024-12-27,1048,45,19.40740740740741,Sofas,25,23.138181818181817,44,43,49,136,2,14,1,38,1,6,6,6,3,6,5,3,6,5,5,3,143.45,63.49,3.11,0.4426,0.0442,0.0292,0.0525,23.14,4,7890.0,55,3
RD-004435,Dalton Radford,Consumer,Australia,Oceania,Gold Coast,Queensland,Female,35,35-49,Doctorate,Married,87,261.0,14079.0,6415.7,445.29,13633.71,641.7,0.0305747126436781,2022-02-13,2024-12-27,1048,74,12.186046511627907,Suits,28,23.120689655172413,61,60,67,188,3,24,0,60,6,7,7,6,7,6,6,7,6,7,11,11,161.83,73.74,3.0,0.4557,0.0456,0.0316,0.083,23.12,4,14079.0,87,0
RD-00542,Hill Ballard,Corporate,France,Central,Saint-Priest,Rhône-Alpes,Female,50,50-64,Doctorate,Single,78,240.0,12470.0,5585.1,430.69,12039.31,558.1,0.0341025641025641,2022-02-22,2024-12-15,1027,68,13.337662337662335,Titak watch,32,21.07948717948718,61,53,61,175,3,25,3,47,4,4,6,8,9,6,4,7,7,11,6,6,159.87,71.6,3.08,0.4479,0.0448,0.0345,0.0759,21.08,16,12470.0,78,0
RD-00654,Benton Ward,Corporate,United States,West,San Francisco,California,Male,34,25-34,Doctorate,Married,68,206.0,10005.0,4473.2,318.42,9686.58,447.4,0.0314705882352941,2022-01-15,2024-12-30,1080,61,16.119402985074625,Sneakers,27,12.319117647058825,24,23,41,88,10,18,4,36,5,9,6,5,7,8,3,2,5,5,6,7,147.13,65.78,3.03,0.4471,0.0447,0.0318,0.063,12.32,1,10005.0,68,2
RD-00819,Avila Radford,Home Office,Indonesia,Southeast Asia,Kendari,Sulawesi Tenggara,Male,25,25-34,Associate Degree,Married,46,140.0,7435.0,3529.7,206.41,7228.59,352.90000000000003,0.0295652173913043,2022-02-18,2024-11-21,1007,37,22.377777777777776,Jeans,25,13.345652173913043,20,18,24,62,9,23,1,13,2,4,7,5,2,2,4,3,3,2,8,4,161.63,76.73,3.04,0.4747,0.0475,0.0278,0.0457,13.35,40,7435.0,46,4
RE-001144,Singleton Mcclure,Consumer,China,North Asia,Sanming,Fujian,Female,28,25-34,Associate Degree,Married,66,213.0,10697.0,4879.3,327.42,10369.58,488.0,0.0307575757575757,2022-01-15,2024-12-27,1077,56,16.56923076923077,Bed Sheets,25,21.57878787878788,50,44,53,147,15,9,0,42,4,5,6,6,3,7,5,7,10,4,5,4,162.08,73.93,3.23,0.4561,0.0456,0.0306,0.0613,21.58,4,10697.0,66,3
RE-00148,Jefferson Macintyre,Consumer,Brazil,South,Valparaíso de Goiás,Goiás,Female,41,35-49,Master,Married,55,176.0,8998.0,4009.3,280.68,8717.32,401.3,0.0321818181818181,2022-01-15,2024-12-28,1078,46,19.96296296296296,Formal Shoes,24,19.703636363636363,41,37,43,121,2,20,8,25,4,5,9,1,7,2,4,5,3,3,5,7,163.6,72.9,3.2,0.4456,0.0446,0.0312,0.051,19.7,3,8998.0,55,3
RE-0018,Wong Macintyre,Consumer,United States,East,New York City,New York,Male,33,25-34,Bachelor,Married,69,220.0,10409.0,4596.3,327.85,10081.15,459.2,0.0314492753623188,2022-01-27,2024-12-15,1053,60,15.485294117647058,Running Shoes,30,12.608695652173912,29,23,38,90,3,23,1,42,5,7,4,8,5,5,3,4,5,10,8,5,150.86,66.61,3.19,0.4416,0.0441,0.0315,0.0655,12.61,16,10409.0,69,2
RE-00197,Schwartz Laware,Consumer,United States,East,Philadelphia,Pennsylvania,Female,18,18-24,High School,Single,45,148.0,5923.0,2539.8,178.51,5744.49,254.3,0.0304444444444444,2022-03-26,2024-12-15,995,37,22.613636363636363,Fossil Watch,23,21.96222222222222,31,29,34,94,4,9,2,30,2,2,6,4,4,9,2,4,3,4,1,4,131.62,56.44,3.29,0.4288,0.0429,0.0301,0.0452,21.96,16,5923.0,45,4
RE-00201,Tanner Sayre,Consumer,Canada,Canada,Vancouver,British Columbia,Male,37,35-49,Master,Married,47,149.0,6871.0,2973.6,216.98,6654.02,297.6,0.0323404255319148,2022-02-15,2024-12-30,1049,42,22.80434782608696,Suits,23,13.951063829787236,17,17,27,61,0,17,4,26,2,5,7,3,3,2,2,5,3,5,5,5,146.19,63.27,3.17,0.4328,0.0433,0.0316,0.0448,13.95,1,6871.0,47,1
RE-00264,Park Macintyre,Consumer,India,Central Asia,Gorakhpur,Haryana,Male,52,50-64,Doctorate,Married,65,200.0,10568.0,4990.7,283.83,10284.17,499.4,0.0289230769230769,2022-01-14,2024-12-27,1078,56,16.84375,Titak watch,28,12.144615384615385,28,31,31,90,8,23,0,34,8,3,6,6,7,3,4,7,8,3,7,3,162.58,76.78,3.08,0.4722,0.0473,0.0269,0.0603,12.14,4,10568.0,65,2
RE-00648,Mckenzie Mcguire,Consumer,United Kingdom,North,London,England,Female,32,25-34,Master,Married,70,201.0,10602.0,5114.6,292.69,10309.31,511.7,0.0275714285714285,2022-01-18,2024-12-24,1071,63,15.521739130434783,Suits,26,22.36857142857143,52,48,54,154,1,19,1,49,3,2,8,3,6,9,6,5,4,10,9,5,151.46,73.07,2.87,0.4824,0.0483,0.0276,0.0654,22.37,7,10602.0,70,0
RE-0065,Knox Sayre,Consumer,Australia,Oceania,Newcastle,New South Wales,Male,20,18-24,High School,Married,65,196.0,8750.0,3856.2,272.76,8477.24,385.6,0.0304615384615384,2022-01-14,2024-12-16,1067,60,16.671875,Towels,26,14.658461538461538,24,24,33,81,1,36,0,28,5,4,7,5,5,4,9,6,7,2,7,4,134.62,59.33,3.02,0.4407,0.0441,0.0312,0.0609,14.66,15,8750.0,65,1
RE-00685,Pacheco Sayre,Corporate,United States,West,San Francisco,California,Male,37,35-49,Master,Married,48,148.0,7418.0,3233.2,219.44,7198.56,323.0,0.0285416666666666,2022-01-15,2024-12-15,1065,40,22.659574468085108,Titak watch,23,12.404166666666669,18,11,22,51,2,12,3,31,7,3,4,2,4,7,3,3,5,5,3,2,154.54,67.36,3.08,0.4359,0.0435,0.0296,0.0451,12.4,16,7418.0,48,1
RE-00996,Vazquez Moore,Consumer,Mexico,North,Chihuahua,Chihuahua,Female,18,18-24,High School,Single,60,189.0,9672.0,4508.7,310.27,9361.73,451.0,0.0316666666666666,2022-01-15,2024-12-18,1068,51,18.10169491525424,Suits,27,23.471666666666668,45,35,41,121,5,14,1,40,2,3,6,4,2,5,6,8,3,5,5,11,161.2,75.14,3.15,0.4662,0.0466,0.0321,0.0562,23.47,13,9672.0,60,3
RF-00205,Mejia Waldorf,Corporate,Italy,South,Pozzuoli,Campania,Female,33,25-34,Bachelor,Single,69,196.0,10617.0,5176.5,331.75,10285.25,517.7,0.0308695652173913,2022-01-24,2024-12-26,1067,62,15.691176470588236,Formal Shoes,27,21.468115942028984,54,51,56,161,9,22,4,34,4,3,6,6,2,7,6,6,8,4,8,9,153.87,75.02,2.84,0.4876,0.0488,0.0312,0.0647,21.47,5,10617.0,69,0
RG-00330,Marsh Luxemburg,Corporate,South Africa,Africa,Pretoria,Gauteng,Female,21,18-24,High School,Single,71,210.0,10953.0,5171.4,307.88,10645.12,517.3,0.0273239436619718,2022-01-15,2024-12-30,1080,58,15.428571428571429,Sneakers,26,20.723943661971838,43,45,54,142,1,23,2,45,13,2,8,3,6,3,2,9,6,8,6,5,154.27,72.84,2.96,0.4721,0.0472,0.0281,0.0657,20.72,1,10953.0,71,0
RG-00356,Sloan Shillingsburg,Corporate,Australia,Oceania,Rockhampton,Queensland,Female,26,25-34,Bachelor,Single,77,223.0,12500.0,5966.5,386.41,12113.59,596.4,0.0314285714285714,2022-01-15,2024-12-25,1075,61,14.144736842105264,Fossil Watch,25,20.983116883116885,61,55,61,177,7,19,1,50,5,5,8,8,3,5,8,8,6,5,10,6,162.34,77.49,2.9,0.4773,0.0477,0.0309,0.0716,20.98,6,12500.0,77,0
RG-00577,Stafford Rosenberg,Corporate,United States,West,Seattle,Washington,Male,22,18-24,Associate Degree,Single,68,206.0,10299.0,4591.8,303.22,9995.78,459.1,0.0286764705882352,2022-01-13,2024-11-21,1043,54,15.567164179104475,Fossil Watch,29,15.657352941176471,29,18,38,85,1,14,1,52,8,5,5,4,5,6,6,9,3,4,7,6,151.46,67.53,3.03,0.4458,0.0446,0.0294,0.0652,15.66,40,10299.0,68,2
RI-00118,Ayala Molinari,Consumer,Italy,,Turin,Piedmont,Male,37,35-49,Master,Married,74,210.0,12011.0,5547.6,365.95,11645.05,555.0,0.0308108108108108,2022-01-23,2024-11-15,1027,66,14.068493150684931,Shirts,26,12.54864864864865,37,28,39,104,3,33,4,34,6,7,5,4,8,11,7,8,5,3,7,3,162.31,74.97,2.84,0.4619,0.0462,0.0305,0.0721,12.55,46,12011.0,74,2
RI-00163,Clay Molinari,Home Office,Iran,EMEA,Mashhad,Razavi Khorasan,Female,30,25-34,Master,Married,83,237.0,13716.0,6588.8,360.85,13355.15,659.2,0.0262650602409638,2022-01-28,2024-12-30,1067,65,13.01219512195122,Jeans,31,20.85783132530121,62,55,65,182,7,33,8,35,7,6,6,9,5,6,6,6,7,7,6,12,165.25,79.38,2.86,0.4804,0.0481,0.0263,0.0778,20.86,1,13716.0,83,0
RI-001752,Sawyer Molinari,Consumer,Iraq,EMEA,Baghdad,Baghdad,Female,25,25-34,High School,Single,61,190.0,9718.0,4820.4,257.62,9460.38,482.2,0.0272131147540983,2022-01-15,2024-12-24,1074,52,17.9,Sneakers,25,21.704918032786885,50,46,49,145,5,23,1,32,4,3,4,5,4,4,7,2,5,8,6,9,159.31,79.02,3.11,0.496,0.0496,0.0265,0.0568,21.7,7,9718.0,61,3
RI-001824,Lowery Shagiari,Corporate,United States,West,Farmington,New Mexico,Female,18,18-24,High School,Single,75,204.0,11483.0,5458.0,336.04,11146.96,546.4,0.0305333333333333,2022-01-15,2024-12-15,1065,64,14.391891891891891,T - Shirts,25,21.305333333333333,59,52,58,169,6,23,2,44,8,6,7,7,4,10,5,5,3,9,6,5,153.11,72.77,2.72,0.4753,0.0476,0.0293,0.0704,21.31,16,11483.0,75,0
RI-00393,Weiss Shariari,Consumer,Chile,South,Villa Alemana,Valparaíso,Male,27,25-34,Bachelor,Single,71,218.0,11138.0,5240.2,319.8,10818.2,523.9,0.0294366197183098,2022-01-15,2024-11-15,1035,53,14.785714285714286,Sneakers,30,12.640845070422536,35,26,43,104,8,22,1,40,5,10,7,5,5,3,12,7,6,5,5,1,156.87,73.81,3.07,0.4705,0.047,0.0287,0.0686,12.64,46,11138.0,71,2
RI-00587,Nixon Shariari,Consumer,Brazil,South,Itamaraju,Bahia,Female,25,25-34,Associate Degree,Married,76,227.0,12422.0,5944.1,350.35,12071.65,594.3,0.0280263157894736,2022-01-15,2024-12-23,1073,67,14.306666666666668,Formal Shoes,24,21.310526315789478,52,48,51,151,6,14,4,52,9,2,2,5,4,4,7,10,7,9,7,10,163.45,78.21,2.99,0.4785,0.0478,0.0282,0.0708,21.31,8,12422.0,76,0
RK-00125,Holmes Clark,Corporate,Australia,Oceania,Darwin,Northern Territory,Male,27,25-34,Bachelor,Married,62,173.0,9840.0,4506.6,302.98,9537.02,450.3,0.0306451612903225,2022-01-15,2024-12-30,1080,56,17.704918032786885,Fossil Watch,23,13.003225806451614,25,20,36,81,5,19,3,35,9,4,5,4,5,6,7,5,1,4,4,8,158.71,72.69,2.79,0.458,0.0458,0.0308,0.0574,13.0,1,9840.0,62,1
RN-00101,Cook Bern,Consumer,Netherlands,Central,Amsterdam,North Holland,Male,21,18-24,Associate Degree,Single,78,216.0,11227.0,5268.4,328.51,10898.49,527.0,0.0292307692307692,2022-01-23,2024-12-30,1072,64,13.92207792207792,Sneakers,26,13.174358974358974,39,35,51,125,10,14,7,47,5,6,6,5,6,6,9,7,4,15,5,4,143.94,67.54,2.77,0.4693,0.0469,0.0293,0.0728,13.17,1,11227.0,78,2
RN-0016,Bentley Zypern,Consumer,Germany,Central,Berlin,Berlin,Female,48,35-49,Doctorate,Married,85,246.0,13592.0,5971.2,459.64,13132.36,597.4,0.0330588235294117,2022-01-15,2024-12-31,1081,72,12.86904761904762,Titak watch,24,21.66470588235294,53,52,60,165,7,26,10,42,4,8,8,8,12,10,4,6,5,4,8,8,159.91,70.25,2.89,0.4393,0.044,0.0338,0.0786,21.66,0,13592.0,85,0
RN-001751,Rogers Bern,Corporate,India,Central Asia,Ludhiana,Punjab,Female,26,25-34,Bachelor,Single,60,170.0,10801.0,5525.0,307.15,10493.85,552.5,0.0275,2022-01-15,2024-12-19,1069,50,18.11864406779661,Jeans,21,22.57333333333333,41,41,43,125,1,4,0,55,5,2,5,3,5,4,6,2,7,5,9,7,180.02,92.08,2.83,0.5115,0.0512,0.0284,0.0561,22.57,12,10801.0,60,3
RN-00288,Hansen Eichhorn,Consumer,Iraq,EMEA,Arbil,Arbil,Male,23,18-24,Associate Degree,Married,75,208.0,10460.0,4739.7,320.5,10139.5,473.9,0.032,2022-01-21,2024-12-24,1068,60,14.432432432432432,Sports Wear,35,13.372,32,26,38,96,15,25,0,35,3,7,6,5,5,6,6,10,6,7,8,6,139.47,63.2,2.77,0.4531,0.0453,0.0306,0.0702,13.37,7,10460.0,75,2
RN-00386,Reed Bern,Corporate,France,Central,Villeneuve-le-Roi,Ile-de-France,Female,31,25-34,Bachelor,Single,72,221.0,10835.0,4874.0,352.57,10482.43,487.4,0.0320833333333333,2022-01-15,2024-12-15,1065,64,15.0,Shoe Rack,28,20.11388888888889,52,48,54,154,3,25,0,44,5,5,7,3,5,4,6,7,10,7,8,5,150.49,67.69,3.07,0.4498,0.045,0.0325,0.0676,20.11,16,10835.0,72,0
RO-001150,Shannon Soltero,Consumer,Brazil,South,Ribeirão Preto,São Paulo,Female,18,18-24,High School,Single,71,197.0,10669.0,5188.5,318.96,10350.04,519.2,0.0292957746478873,2022-01-15,2024-12-31,1081,65,15.442857142857145,Jeans,26,19.43943661971831,44,49,58,151,6,26,2,37,4,5,6,4,3,7,9,6,5,3,8,11,150.27,73.08,2.77,0.4863,0.0487,0.0299,0.0657,19.44,0,10669.0,71,0
RR-00127,Peters Derr,Corporate,France,Central,Lannion,Brittany,Male,34,25-34,Bachelor,Married,76,205.0,12097.0,5581.2,403.06,11693.94,558.0,0.0328947368421052,2022-01-22,2024-12-16,1059,61,14.12,Titak watch,26,14.430263157894736,29,25,38,92,1,26,2,47,6,5,5,4,4,4,7,10,7,8,8,8,159.17,73.44,2.7,0.4614,0.0461,0.0333,0.0718,14.43,15,12097.0,76,2
RR-00218,Underwood Mcgarr,Home Office,United Kingdom,North,Stoke-on-Trent,England,Male,21,18-24,High School,Married,84,239.0,11903.0,5314.4,357.56,11545.44,531.7,0.0296428571428571,2022-01-13,2024-12-16,1068,71,12.867469879518072,Formal Shoes,33,12.453571428571427,29,28,49,106,5,38,10,31,9,3,9,11,7,6,5,8,10,2,10,4,141.7,63.27,2.85,0.4465,0.0447,0.03,0.0787,12.45,15,11903.0,84,2
